renda;compras;idade;scrcrdt;sexo
5787.996077518066;4592.731668090552;41.0;392.0;0.0
5790.905545332027;4715.2620258584575;41.0;392.0;0.0
6006.722671251663;5208.441582757058;41.0;392.0;0.0
5955.057436222199;4741.026561403612;41.0;392.0;0.0
5773.6770369839705;4643.190972797419;41.0;392.0;0.0
5351.935385183766;4297.310636339385;41.0;392.0;0.0
5741.660881556057;;41.0;;0.0
6279.110824180371;5250.342638258584;41.0;392.0;0.0
5120.251869081132;4196.258857955603;41.0;392.0;0.0
;4656.3323061345845;41.0;392.0;0.0
5947.00748185799;4953.851562091913;;392.0;0.0
6054.06127737823;4765.737470834555;;392.0;0.0
;4577.951606706928;;392.0;0.0
5448.876794420491;4495.632890826087;41.0;392.0;0.0
5777.587036445627;;41.0;392.0;0.0
5737.000953675815;4781.880814065802;41.0;;0.0
5567.18351351722;4676.463375863519;41.0;392.0;0.0
;4832.588275535646;41.0;392.0;0.0
5836.890165510468;4823.43397168038;41.0;392.0;0.0
6008.914133919743;5068.636147069637;41.0;392.0;0.0
5628.710113148855;4716.117643935355;41.0;392.0;0.0
5440.311696888666;4606.801450371941;41.0;392.0;0.0
5810.379031625782;4636.048398856138;41.0;392.0;0.0
5448.505405505704;4446.167704646066;;392.0;0.0
6031.0128464662375;;41.0;392.0;0.0
5989.844508366448;4836.301400364005;41.0;392.0;0.0
5192.328306641824;4247.918947966138;41.0;392.0;0.0
5897.872094430087;4769.253934825573;41.0;392.0;0.0
5782.373063357992;4671.282486367823;41.0;392.0;0.0
5954.190577820478;4881.572897279437;41.0;;0.0
;5006.016186559772;;;0.0
5561.46541026757;4748.651697435181;;392.0;0.0
5377.664864034927;4528.288308998183;41.0;392.0;0.0
5646.703579810191;4672.935362325489;41.0;392.0;0.0
5816.865617487257;4802.840858811513;41.0;392.0;0.0
5351.786744586874;4324.809963596112;41.0;392.0;0.0
6063.290465492386;4987.030310812626;;392.0;0.0
;4663.594315987153;41.0;392.0;0.0
5314.399407901537;4370.244466573153;41.0;;0.0
5942.388687750742;4886.948444896037;41.0;392.0;0.0
;4866.1629450624905;41.0;392.0;0.0
5558.354078454923;4454.380793796489;41.0;392.0;0.0
5939.998678004581;4988.805704491895;41.0;392.0;0.0
6043.605436755211;5095.786430947906;41.0;392.0;0.0
6287.572432459031;5290.84751920425;41.0;392.0;0.0
5303.60041786638;4212.0528051322535;41.0;392.0;0.0
5837.714131718036;4672.678349002853;41.0;392.0;0.0
5984.965796621467;4965.778171073359;41.0;392.0;0.0
6202.349189553755;5189.053927164639;;392.0;0.0
5716.957278312196;4790.925030448603;41.0;392.0;0.0
6031.222680631154;;;;0.0
5659.568308712975;4620.456184201546;41.0;392.0;0.0
5587.640571556229;4641.7193147083635;41.0;392.0;0.0
5674.848853253217;4836.4381614113;41.0;;0.0
5688.9489546588065;4657.055397180123;41.0;392.0;0.0
5647.759893504249;4650.525765963631;41.0;392.0;0.0
5992.520994187802;;41.0;392.0;0.0
5805.7427782018285;;41.0;392.0;0.0
;4597.135803657995;41.0;392.0;
5620.102805603061;4435.970022993822;41.0;392.0;0.0
5792.939378462243;4588.423933552915;41.0;392.0;0.0
5564.387661117743;;41.0;392.0;0.0
6178.707758581374;5150.48015088012;41.0;392.0;0.0
5851.426865527488;4875.334531687428;;392.0;0.0
6192.006164204285;5161.502847530023;41.0;392.0;0.0
5533.030969120889;4465.507596276922;41.0;392.0;0.0
;4767.697582378341;41.0;392.0;0.0
5546.571963160098;4533.654160224512;41.0;392.0;0.0
5851.136670084172;4860.651261592596;41.0;392.0;0.0
5330.553854704932;;41.0;392.0;0.0
5451.177122711924;4620.526446150977;41.0;392.0;0.0
;4688.278798178583;41.0;;0.0
5291.701638874383;4301.795013302513;41.0;392.0;0.0
5415.425412706942;4319.99631115321;41.0;392.0;0.0
5562.647090240879;4496.293765740263;41.0;392.0;0.0
5706.329704101428;4559.8257110754885;41.0;;
6061.158062688813;4863.358485451224;41.0;392.0;0.0
6305.740375012991;5394.7456312163795;41.0;392.0;0.0
5747.3551996362585;4715.19746023567;41.0;392.0;0.0
5829.309593658667;4870.0896518987565;41.0;392.0;0.0
5984.873804214778;4928.689254104032;41.0;;0.0
5570.926962515896;4537.617347189694;41.0;392.0;
5467.5498208106965;4375.217212440423;41.0;392.0;0.0
;4602.254428421958;41.0;392.0;0.0
5467.419180401862;4352.371882897299;41.0;392.0;0.0
5980.59760364656;4953.399248623658;41.0;392.0;0.0
;4798.854861139022;41.0;392.0;0.0
;5128.088513702924;41.0;392.0;0.0
6251.050771098596;5073.72480575773;41.0;392.0;0.0
5591.004221291708;4583.036798844852;41.0;392.0;0.0
5521.308297224376;4546.269954640928;41.0;392.0;0.0
5469.387329065005;4522.452714171056;41.0;392.0;0.0
5458.278574388402;4518.471323871066;41.0;392.0;0.0
6028.771039562667;4965.094452870023;41.0;392.0;0.0
5456.047977075138;4611.363320014555;41.0;392.0;0.0
5922.825180093272;4729.8438547321475;41.0;392.0;0.0
5345.996064530417;4416.998447212958;41.0;392.0;0.0
5892.8289528613095;4983.276889756484;41.0;392.0;
6014.942214808181;5007.544913922285;41.0;392.0;0.0
5364.863083911237;4399.163970012236;41.0;;0.0
5517.848844427614;4367.689749539004;41.0;392.0;0.0
6046.308511969708;4916.338833831233;41.0;392.0;0.0
5773.387556065225;4770.149376258214;41.0;392.0;0.0
5682.157302800299;4627.980010991721;41.0;392.0;0.0
6165.3219180037095;5170.394571815206;41.0;392.0;0.0
5724.0331976166435;4611.508353491626;41.0;;0.0
;4332.527680255863;;392.0;
6561.751203435218;5516.701545678898;41.0;;
5676.6543899257085;4670.690522708966;41.0;392.0;0.0
5444.177613151293;4488.300609896836;;392.0;0.0
5538.517024898387;4555.908872387581;41.0;392.0;0.0
;4607.171759522001;41.0;392.0;0.0
6015.597998463599;5044.412497137512;41.0;392.0;0.0
5917.026841299839;4834.3733156085655;41.0;392.0;0.0
;4563.938360443824;41.0;392.0;0.0
5685.112155175641;4485.91964717408;41.0;392.0;
5850.814350364261;4704.800971876389;41.0;392.0;0.0
;4670.002203430644;41.0;392.0;0.0
5642.472432671465;4496.362889310861;41.0;392.0;0.0
5613.494952773254;4754.091046266736;41.0;392.0;0.0
5337.8445745442;4184.512689082112;41.0;392.0;0.0
5659.251124160323;4544.974020192081;41.0;392.0;
;4547.353004425757;41.0;392.0;0.0
5609.244196743784;4756.244505386849;41.0;392.0;0.0
5586.072440373764;4556.2341557701175;41.0;392.0;0.0
;4959.107535632172;41.0;;0.0
;4195.038072305773;41.0;392.0;0.0
5142.968329869276;4039.195868159823;41.0;392.0;0.0
6022.4635088344685;4951.440886346538;41.0;392.0;0.0
5885.557400532906;4821.211716565988;41.0;392.0;0.0
;4031.5740218679575;41.0;392.0;
5597.645357353639;4842.14045864125;41.0;392.0;0.0
5671.161658058158;4496.968027355046;41.0;392.0;0.0
5800.67805401418;4995.293345960607;41.0;392.0;0.0
;4963.546526864225;41.0;392.0;0.0
5574.701783796019;4576.623553643389;41.0;392.0;0.0
5121.350207154192;4418.5594131630105;41.0;392.0;0.0
5648.581844295468;4666.092072281223;41.0;392.0;0.0
5610.643612059643;;41.0;392.0;0.0
5996.067932171411;4926.017660481068;41.0;392.0;0.0
5654.669341622481;4491.34091724175;;392.0;0.0
;4498.96514558356;41.0;392.0;0.0
6068.640836248911;5027.699482411308;41.0;392.0;0.0
5953.4844248574445;4858.04024424274;41.0;;0.0
5816.802760492056;4906.472275463767;41.0;392.0;0.0
;5129.819887742491;41.0;392.0;0.0
5954.231910289243;5060.2365149773495;41.0;392.0;
5849.698610975915;4711.223070712625;41.0;392.0;0.0
5999.550928338564;;41.0;392.0;0.0
5701.937806809679;4471.741389472593;41.0;392.0;
5472.244160933861;4594.958094656492;41.0;392.0;0.0
5707.454465238088;4751.474285062506;41.0;392.0;0.0
5874.72549935592;4782.303544645645;41.0;392.0;
6016.330622643731;4963.568944365984;;392.0;0.0
5696.890940764229;4647.239248978323;41.0;392.0;0.0
5885.872052467129;4782.901435219599;41.0;392.0;0.0
5703.725696337759;4590.886333817937;41.0;;
5916.7869035041485;4766.826297973508;41.0;392.0;0.0
5392.5035784636575;4408.89545128786;41.0;;0.0
6099.908578679447;;41.0;392.0;0.0
5441.345502749839;4546.749856141487;41.0;392.0;
5723.772206135722;;41.0;392.0;0.0
5502.026144040792;4499.486582444258;41.0;392.0;0.0
6104.492592700027;5196.958669214049;41.0;392.0;0.0
5890.031751138065;4969.052291843607;41.0;392.0;0.0
5702.659344849263;4791.88089077114;41.0;392.0;0.0
5909.609147158253;4809.279148909726;41.0;392.0;0.0
5641.009570462921;;41.0;392.0;0.0
5426.7060586649895;;41.0;392.0;0.0
5356.117692288137;4157.575724663687;41.0;392.0;0.0
6131.843843345615;4974.406323584674;41.0;392.0;0.0
5824.607593785199;4895.433071326322;41.0;392.0;0.0
6043.220870014232;5072.616625593101;41.0;392.0;0.0
5593.792819330566;4520.08722699157;41.0;392.0;0.0
;4504.508940195737;41.0;;0.0
5486.042227541048;4310.5173351629155;41.0;392.0;0.0
5275.846544359911;4114.560461667753;41.0;392.0;0.0
6229.12329303152;;41.0;;0.0
5954.459097799822;5048.007838062862;41.0;;0.0
;4267.512677208195;41.0;392.0;0.0
5581.677056163941;4407.186178428419;41.0;392.0;0.0
5756.913708445567;4741.8974192350215;41.0;;0.0
5372.49782715187;4581.844943312788;41.0;392.0;0.0
5541.450646054431;;41.0;392.0;0.0
5819.029966236898;4896.83389868538;41.0;392.0;0.0
5365.457893443226;4369.083928760729;41.0;392.0;0.0
5887.117161242728;4853.2965344854265;41.0;392.0;0.0
5834.696425486436;4745.282521883477;41.0;392.0;0.0
5740.265931757484;4817.3867416441535;41.0;392.0;0.0
5658.342592178171;4730.616268257167;41.0;392.0;0.0
5473.583843688778;;41.0;392.0;0.0
;;41.0;392.0;0.0
;;41.0;392.0;0.0
6116.114736676066;5011.126877668038;41.0;392.0;0.0
;4723.39936588017;41.0;392.0;0.0
5799.579989101452;4758.259883132993;41.0;;
;5027.099148553844;41.0;392.0;0.0
5765.6534477726955;4840.665489275723;41.0;392.0;0.0
5830.909072938111;;41.0;392.0;0.0
6056.342545811676;4978.544383004141;41.0;392.0;0.0
6094.421830208029;4968.18069287105;41.0;392.0;0.0
5924.6909535492305;5019.231997061881;41.0;392.0;
5740.98834091364;4857.470703202428;41.0;392.0;0.0
5175.670758031143;4338.653714477971;41.0;392.0;0.0
5842.607088617333;4821.635285023491;41.0;;0.0
6125.259103227857;5013.789296397426;;392.0;0.0
5904.555843821046;4905.298022468785;41.0;392.0;0.0
5656.562850781744;4545.642701946159;41.0;;0.0
5331.637477427183;4487.218154760913;41.0;392.0;0.0
5487.795344526421;4509.068724801078;41.0;;0.0
5581.221926497385;4490.0656617837785;41.0;392.0;
5949.65360281304;4904.0072147379105;41.0;392.0;0.0
5564.287410137117;;41.0;392.0;0.0
5799.313480506924;4498.016762614016;41.0;392.0;0.0
5537.909504418228;;41.0;392.0;0.0
5845.596883717698;;41.0;392.0;
5375.751644965097;4456.841848323299;41.0;392.0;0.0
5537.841365500344;4481.409444619146;41.0;392.0;0.0
5747.0756647035105;;41.0;392.0;0.0
5294.306158916823;4383.186269541597;;392.0;0.0
5575.39739647607;4515.8413084723;41.0;392.0;0.0
5750.032683493797;4729.880013073869;41.0;392.0;0.0
5590.948007226117;4707.366175412236;;392.0;0.0
5577.345029209898;4610.028918501343;41.0;392.0;0.0
5637.807484458267;4513.067992460608;41.0;392.0;
5982.378592628243;;41.0;;0.0
5646.583870230021;4503.864523726092;41.0;;0.0
5885.459905952295;4888.588809327972;41.0;392.0;0.0
5323.1482624804175;4456.932836011028;41.0;392.0;0.0
5965.847084508968;4805.8788867848125;41.0;392.0;0.0
5377.768409309975;4491.0901035768175;41.0;392.0;0.0
6384.254694493232;;41.0;392.0;0.0
5989.08251399523;5011.9147827906945;41.0;392.0;0.0
5758.232376706898;4808.132989422345;41.0;392.0;0.0
;4472.911451203023;41.0;392.0;0.0
5649.657636599986;;41.0;392.0;0.0
5699.239045401422;4564.623786525653;41.0;392.0;0.0
6461.52577228534;5371.069852392593;41.0;392.0;0.0
6198.829075954807;;41.0;;0.0
;4884.198417427593;41.0;392.0;0.0
6072.396437913206;;41.0;;0.0
5505.500238262862;4404.31304572983;41.0;392.0;0.0
5602.304838195674;4707.1550035404825;41.0;392.0;0.0
;4561.592008089489;41.0;392.0;
5899.576087589548;4733.23267914914;41.0;392.0;0.0
5529.647739848604;;41.0;392.0;0.0
6003.396135936454;4874.4977813863525;41.0;392.0;0.0
5512.587456561281;4458.4932159049995;41.0;392.0;0.0
5535.697057067945;4601.675487555875;41.0;392.0;
5609.084638233062;;;392.0;0.0
5598.026072511161;4562.87694997522;41.0;392.0;0.0
6018.481881067039;4956.156140703917;41.0;392.0;0.0
5892.286344139376;4922.1803450836605;41.0;392.0;
5879.245636904398;4695.751630208999;41.0;392.0;0.0
5358.378444269057;4305.372034305071;41.0;392.0;0.0
5232.969804219067;4319.501351509641;41.0;392.0;0.0
5656.050982436961;4618.47652137069;41.0;392.0;0.0
5786.068416403965;4872.765195484006;41.0;392.0;0.0
5050.000810862867;4117.647957462601;41.0;392.0;0.0
5632.14578723975;4496.922050425046;41.0;;0.0
;4887.12207394966;41.0;392.0;0.0
5787.002354680133;;41.0;392.0;0.0
6053.121643995922;5114.026360283754;41.0;392.0;0.0
5336.64721803612;4377.195550933571;41.0;392.0;0.0
6168.247629338692;5013.077320419142;41.0;392.0;0.0
5938.820827862264;4909.269720945568;41.0;392.0;0.0
6144.073426387298;;41.0;392.0;0.0
;4800.280475382444;41.0;392.0;0.0
5335.20098682027;4311.607715628155;41.0;392.0;0.0
;4543.81686716457;41.0;;0.0
5794.9740549832195;4607.516268767173;41.0;;0.0
5964.708308374353;4839.166653467743;;392.0;0.0
5578.162010447989;4425.023859583767;41.0;392.0;0.0
6298.971401627393;5084.80915942217;41.0;392.0;0.0
;4412.65531434166;41.0;392.0;0.0
5847.954647610005;4640.422475685928;41.0;392.0;0.0
5442.0683017856445;4525.7893200657545;41.0;392.0;
5426.804453578892;4415.683492662134;;392.0;0.0
5463.665348791333;;41.0;392.0;0.0
5277.076419829357;4117.610656765137;41.0;392.0;0.0
5734.786391862311;4653.132819652483;41.0;392.0;0.0
5465.850594401587;4146.698165970054;41.0;392.0;0.0
5690.63809154159;4622.839876174132;41.0;392.0;0.0
;4892.816015603629;41.0;392.0;0.0
5967.418730207586;;41.0;392.0;0.0
5611.5620680374395;4617.541756133007;41.0;;0.0
5781.072059389988;4584.552109082226;41.0;392.0;0.0
5337.179897628672;4358.878154158321;41.0;;0.0
5711.433561276905;4658.072877610014;41.0;392.0;0.0
5552.76032397286;4554.237174454466;41.0;;0.0
;5144.793177934142;41.0;;0.0
;4632.367099565632;41.0;392.0;
6216.899878939908;4921.770111636018;41.0;392.0;0.0
5948.7400481700215;4800.35465086149;41.0;392.0;0.0
5538.35140123006;4414.142257223129;41.0;392.0;0.0
5453.373963899605;4395.708992362154;41.0;392.0;0.0
5701.127509510587;4752.24182568164;41.0;392.0;0.0
;4707.333470057982;41.0;;0.0
5607.576773498662;4677.601566955131;41.0;;0.0
5518.960443480573;4627.25809107536;41.0;392.0;0.0
;4572.428893135559;41.0;392.0;
5778.558910401748;4822.623281285507;41.0;392.0;0.0
5775.735558785038;4733.145712322169;;;
5828.17467636279;4877.486325114801;41.0;392.0;0.0
5794.735608556424;4760.585303886646;41.0;392.0;0.0
5443.631474004545;4570.001840415282;41.0;392.0;0.0
5981.877020137019;;41.0;392.0;0.0
5707.401257327335;4650.90012413479;41.0;392.0;0.0
5876.501932504758;4940.227719805848;41.0;392.0;0.0
5501.410215790176;4411.962938558197;41.0;392.0;0.0
5517.392724947278;4332.039677472174;41.0;392.0;
6169.328829264567;5008.137017059492;41.0;392.0;0.0
5572.294205968435;4512.4688490753;41.0;392.0;0.0
5234.800163371722;4366.135017932234;41.0;392.0;0.0
5668.625563567849;4448.930961482151;41.0;392.0;0.0
5368.026692274597;4600.868374778934;41.0;392.0;0.0
5954.63496049494;5004.711964046417;41.0;392.0;0.0
5710.316714979141;;41.0;392.0;
5248.6457875420465;4307.7615978600315;41.0;392.0;0.0
5577.336810472027;;41.0;392.0;0.0
5569.277070288501;4513.26386421142;41.0;392.0;0.0
6021.825695045496;4998.70304110101;;392.0;0.0
5457.467925573317;;41.0;392.0;0.0
5677.802660558095;4700.8814635314575;41.0;392.0;0.0
5266.231976523537;4276.895689947319;41.0;;
5429.766718346767;4306.391707602098;41.0;392.0;0.0
5520.137564638455;4641.548816589857;41.0;392.0;
5762.210663503413;4749.953001822294;;392.0;0.0
6073.636664899418;5046.371230904664;41.0;392.0;0.0
5868.370294459209;4842.757949091037;41.0;392.0;0.0
5776.96525517768;4757.43817632617;41.0;392.0;
5758.061417590245;4554.684401174693;41.0;;0.0
5595.481499960147;4583.019801820108;41.0;392.0;0.0
;4712.729447242112;41.0;392.0;
5552.566059007877;4687.151166161951;41.0;392.0;0.0
5579.709177547845;4441.394323875647;41.0;392.0;0.0
5730.959437632705;;41.0;;0.0
6242.003912742588;5197.3447106303765;41.0;392.0;0.0
6234.438453271276;5120.59489108532;41.0;392.0;
5521.175272200626;4435.748788897676;41.0;392.0;0.0
5562.322497138775;;41.0;392.0;0.0
5489.215704496629;4453.536975252252;41.0;392.0;0.0
5872.754263800001;4806.547316756166;41.0;392.0;0.0
5575.015318972066;4538.769224608894;41.0;392.0;0.0
5629.855633447601;4647.055194637441;41.0;392.0;0.0
5857.1824512828825;4865.869417880798;41.0;392.0;0.0
5600.928048168893;4453.830075925673;41.0;392.0;0.0
5489.203771972734;4456.474620936595;41.0;392.0;0.0
5898.690920464515;5040.254023593758;41.0;392.0;0.0
5694.496425158952;4734.7822263377675;41.0;392.0;0.0
5881.6375581832135;4744.776241697622;41.0;392.0;0.0
6057.7660883503295;4935.95787439812;41.0;392.0;0.0
5807.915257542146;;41.0;392.0;0.0
5618.246218682127;4798.628262908432;41.0;;0.0
5302.789624553875;;;392.0;0.0
5721.426283910037;4727.994481003128;41.0;392.0;0.0
5461.875103388005;4453.2238364720515;41.0;392.0;0.0
6208.027833831641;5082.442357753409;41.0;392.0;0.0
5919.015104351602;4775.140352383319;41.0;392.0;0.0
5872.670291143802;4960.189874566573;41.0;392.0;
5731.138856567975;4597.875868704814;41.0;392.0;0.0
5578.8597922423405;4443.018255326306;;392.0;
6010.9827696349885;5013.7524552899695;41.0;392.0;0.0
5755.745692761285;4827.542640638182;41.0;392.0;0.0
5230.648044685018;4325.309408942604;41.0;392.0;0.0
5885.426390514791;4818.045960929845;41.0;;0.0
5572.337749388469;4606.425117261805;41.0;392.0;0.0
5489.136777059584;4484.782642417367;41.0;392.0;0.0
5886.716893018118;4737.076859569527;41.0;392.0;0.0
5793.237244031909;4819.596357642877;;392.0;0.0
5390.245178608672;4435.23445203912;41.0;392.0;0.0
6320.375821072956;5496.623662560078;41.0;392.0;0.0
4992.391950887884;4014.0208469750846;41.0;392.0;0.0
5855.308715672012;4670.862323421243;41.0;392.0;0.0
5501.944910761783;4580.344821423681;41.0;392.0;0.0
6087.590889508074;4964.476266112044;41.0;392.0;0.0
;4667.763643260525;41.0;;0.0
6088.341546431662;4884.351053533865;41.0;392.0;0.0
;4883.237043739463;41.0;392.0;0.0
5373.5426804142135;4339.9783986456105;;392.0;0.0
6015.354380201707;5067.584251027024;41.0;392.0;0.0
6003.706689865573;5124.244809388048;41.0;392.0;0.0
5644.704296754567;4680.4075785733385;41.0;392.0;0.0
5191.759186771544;4245.089137664407;41.0;392.0;0.0
5660.751231169229;4773.163862191617;41.0;392.0;0.0
;4925.868632362132;41.0;392.0;0.0
5730.998958889801;4853.563050168516;41.0;392.0;0.0
;4482.425126558244;;392.0;0.0
;4816.659548718226;;;0.0
5656.453649157218;4580.1006670826;41.0;;0.0
5608.1010403595;4559.38347208891;41.0;;
5906.195420335429;4719.437145589621;41.0;392.0;0.0
5283.101894300769;4419.867246244543;41.0;392.0;0.0
5946.420279103524;4740.353053947854;41.0;392.0;0.0
5700.475667907153;4827.338328959096;41.0;392.0;0.0
5411.753721080996;4327.261932935991;41.0;392.0;0.0
5892.416194606456;4672.177355542946;41.0;392.0;0.0
;4353.915732527545;41.0;392.0;
6045.092813982359;5094.901166148368;41.0;392.0;0.0
5156.3237532913845;4054.1436869037693;41.0;392.0;
;4939.0790864121645;41.0;392.0;0.0
5660.294761267433;4725.233352179205;41.0;;0.0
5999.75599452724;;41.0;392.0;0.0
5410.861412802635;4431.19403834306;41.0;392.0;0.0
6192.247889608172;5053.114293884018;;392.0;0.0
5666.297705299195;4495.399349836889;41.0;392.0;
5820.156843241409;4815.94991299516;41.0;392.0;0.0
6088.826334993901;5417.679484271921;41.0;392.0;0.0
5503.878259373628;4447.992690316222;41.0;392.0;0.0
5454.640149043322;4362.228418202649;41.0;392.0;0.0
5978.596527571694;4941.403169642036;;392.0;0.0
5203.942217932941;4119.756433973319;41.0;392.0;0.0
5556.259938717092;4651.67232873576;41.0;392.0;0.0
5699.109863050851;4608.155855422415;41.0;392.0;
5495.710293404485;4487.325769883193;41.0;392.0;0.0
5994.754155192915;4823.976145945686;41.0;392.0;0.0
5434.003583486505;4520.822603427357;41.0;392.0;
5786.090678751595;;41.0;392.0;0.0
6165.007044476314;4809.690021386351;41.0;;0.0
5934.570282205494;4869.866784220862;41.0;392.0;0.0
5806.455530594815;4970.272822873867;41.0;392.0;
5800.19664648148;4829.39171090226;41.0;392.0;
5815.028121763464;4993.505784645613;41.0;392.0;0.0
5858.872028384594;4744.862285197056;41.0;392.0;0.0
5657.559553766192;;41.0;392.0;0.0
5702.618011279892;4544.343960407559;41.0;392.0;0.0
5841.406208975135;4795.00853388783;41.0;392.0;0.0
5486.972638524117;4600.368332642268;41.0;392.0;0.0
5560.570780390213;4659.092188541916;41.0;392.0;0.0
5802.265388287602;5011.322442803805;41.0;;0.0
5618.607318966462;4730.017197475272;41.0;392.0;0.0
5724.669781278131;4657.001435415608;41.0;392.0;0.0
;4622.661663139887;41.0;392.0;0.0
5953.281009166834;4989.683171118554;41.0;392.0;0.0
5455.661383181983;4587.600631597869;41.0;392.0;0.0
5694.913783179415;;41.0;392.0;0.0
5477.714561776504;4552.48671937538;41.0;392.0;0.0
5528.628556004633;4718.553081908384;41.0;392.0;0.0
6008.5038041024745;5004.5507964705475;41.0;392.0;0.0
;4924.906082223001;41.0;392.0;0.0
5720.597196410651;4514.215199724217;41.0;392.0;0.0
6230.905706442623;;41.0;;0.0
5772.6521331865015;4694.5037367461155;41.0;392.0;
5534.252118602105;4662.005200686205;41.0;;0.0
6012.36390472263;;41.0;392.0;
5272.681831873017;4301.719084540355;41.0;392.0;0.0
5707.970884827125;4769.211886884019;41.0;;0.0
5940.240447450556;4884.996807534955;41.0;392.0;0.0
6000.181689910786;;;392.0;0.0
5426.045174754003;4404.9864234813695;41.0;392.0;0.0
5953.330376348016;4773.874532403501;41.0;;0.0
;;;;0.0
5613.878405175242;4859.982592477897;41.0;392.0;0.0
5468.312338265771;;41.0;;0.0
5919.619327494086;4831.266720742862;41.0;392.0;0.0
5693.982376776341;4765.253896045333;41.0;392.0;0.0
5517.36120860113;;41.0;392.0;0.0
5666.069800174349;;41.0;392.0;0.0
5592.145609681151;4565.875661162431;41.0;392.0;0.0
5828.169417736387;4822.362548426454;41.0;392.0;0.0
5722.068466040676;4516.920663372385;41.0;392.0;
5676.4677602909105;4568.081284809269;;392.0;
5815.220551046164;4630.797843828341;41.0;392.0;0.0
5768.714517313976;4880.410590249927;41.0;392.0;0.0
5702.489808290039;4689.760820529366;41.0;392.0;0.0
5804.419457783709;4611.857180670351;41.0;392.0;0.0
5869.035424748148;4759.471880149965;41.0;392.0;0.0
6010.07555767753;5074.888374586407;41.0;392.0;0.0
5821.755797611266;4795.796014288122;41.0;392.0;0.0
