;renda;compras;idade;scrcrdt;sexo
194;5659.251124160323;4544.974020192081;41.0;392.0;0.0
195;5020.0499647422885;4547.353004425757;41.0;392.0;0.0
196;5609.244196743784;4756.244505386849;41.0;392.0;0.0
197;5586.072440373764;4556.2341557701175;41.0;392.0;0.0
198;5020.0499647422885;4959.107535632172;41.0;614.0;0.0
199;5020.0499647422885;4195.038072305773;41.0;392.0;0.0
200;5142.968329869276;4039.195868159823;41.0;392.0;0.0
201;6022.4635088344685;4951.440886346538;41.0;392.0;0.0
202;5885.557400532906;4821.211716565988;41.0;392.0;0.0
203;5020.0499647422885;4031.5740218679575;41.0;392.0;0.0
204;5597.645357353639;4842.14045864125;41.0;392.0;0.0
205;5671.161658058158;4496.968027355046;41.0;392.0;0.0
206;5800.67805401418;4995.293345960607;41.0;392.0;0.0
207;5020.0499647422885;4963.546526864225;41.0;392.0;0.0
208;5574.701783796019;4576.623553643389;41.0;392.0;0.0
209;5121.350207154192;4418.5594131630105;41.0;392.0;0.0
210;5648.581844295468;4666.092072281223;41.0;392.0;0.0
211;5610.643612059643;4281.960658418313;41.0;392.0;0.0
212;5996.067932171411;4926.017660481068;41.0;392.0;0.0
213;5654.669341622481;4491.34091724175;47.0;392.0;0.0
214;5020.0499647422885;4498.96514558356;41.0;392.0;0.0
215;6068.640836248911;5027.699482411308;41.0;392.0;0.0
216;5953.4844248574445;4858.04024424274;41.0;614.0;0.0
217;5816.802760492056;4906.472275463767;41.0;392.0;0.0
218;5020.0499647422885;5129.819887742491;41.0;392.0;0.0
219;5954.231910289243;5060.2365149773495;41.0;392.0;0.0
220;5849.698610975915;4711.223070712625;41.0;392.0;0.0
221;5999.550928338564;4281.960658418313;41.0;392.0;0.0
222;5701.937806809679;4471.741389472593;41.0;392.0;0.0
223;5472.244160933861;4594.958094656492;41.0;392.0;0.0
224;5707.454465238088;4751.474285062506;41.0;392.0;0.0
225;5874.72549935592;4782.303544645645;41.0;392.0;0.0
226;6016.330622643731;4963.568944365984;47.0;392.0;0.0
227;5696.890940764229;4647.239248978323;41.0;392.0;0.0
228;5885.872052467129;4782.901435219599;41.0;392.0;0.0
229;5703.725696337759;4590.886333817937;41.0;614.0;0.0
230;5916.7869035041485;4766.826297973508;41.0;392.0;0.0
231;5392.5035784636575;4408.89545128786;41.0;614.0;0.0
232;6099.908578679447;4281.960658418313;41.0;392.0;0.0
233;5441.345502749839;4546.749856141487;41.0;392.0;0.0
234;5723.772206135722;4281.960658418313;41.0;392.0;0.0
235;5502.026144040792;4499.486582444258;41.0;392.0;0.0
236;6104.492592700027;5196.958669214049;41.0;392.0;0.0
237;5890.031751138065;4969.052291843607;41.0;392.0;0.0
238;5702.659344849263;4791.88089077114;41.0;392.0;0.0
239;5909.609147158253;4809.279148909726;41.0;392.0;0.0
240;5641.009570462921;4281.960658418313;41.0;392.0;0.0
241;5426.7060586649895;4281.960658418313;41.0;392.0;0.0
242;5356.117692288137;4157.575724663687;41.0;392.0;0.0
243;6131.843843345615;4974.406323584674;41.0;392.0;0.0
244;5824.607593785199;4895.433071326322;41.0;392.0;0.0
245;6043.220870014232;5072.616625593101;41.0;392.0;0.0
246;5593.792819330566;4520.08722699157;41.0;392.0;0.0
247;5020.0499647422885;4504.508940195737;41.0;614.0;0.0
248;5486.042227541048;4310.517335162916;41.0;392.0;0.0
249;5275.846544359911;4114.560461667753;41.0;392.0;0.0
250;6229.12329303152;4281.960658418313;41.0;614.0;0.0
251;5954.459097799822;5048.007838062862;41.0;614.0;0.0
252;5020.0499647422885;4267.512677208195;41.0;392.0;0.0
253;5581.677056163941;4407.186178428419;41.0;392.0;0.0
254;5756.913708445567;4741.8974192350215;41.0;614.0;0.0
255;5372.49782715187;4581.844943312788;41.0;392.0;0.0
256;5541.450646054431;4281.960658418313;41.0;392.0;0.0
257;5819.029966236898;4896.83389868538;41.0;392.0;0.0
258;5365.457893443226;4369.083928760729;41.0;392.0;0.0
259;5887.117161242728;4853.2965344854265;41.0;392.0;0.0
260;5834.696425486436;4745.282521883477;41.0;392.0;0.0
261;5740.265931757484;4817.3867416441535;41.0;392.0;0.0
262;5658.342592178171;4730.616268257167;41.0;392.0;0.0
263;5473.583843688778;4281.960658418313;41.0;392.0;0.0
266;6116.114736676066;5011.126877668038;41.0;392.0;0.0
267;5020.0499647422885;4723.39936588017;41.0;392.0;0.0
268;5799.579989101452;4758.259883132993;41.0;614.0;0.0
269;5020.0499647422885;5027.099148553844;41.0;392.0;0.0
270;5765.653447772696;4840.665489275723;41.0;392.0;0.0
271;5830.909072938111;4281.960658418313;41.0;392.0;0.0
272;6056.342545811676;4978.544383004141;41.0;392.0;0.0
273;6094.421830208029;4968.18069287105;41.0;392.0;0.0
274;5924.690953549231;5019.231997061881;41.0;392.0;0.0
275;5740.98834091364;4857.470703202428;41.0;392.0;0.0
276;5175.670758031143;4338.653714477971;41.0;392.0;0.0
277;5842.607088617333;4821.635285023491;41.0;614.0;0.0
278;6125.259103227857;5013.789296397426;47.0;392.0;0.0
279;5904.555843821046;4905.298022468785;41.0;392.0;0.0
280;5656.562850781744;4545.642701946159;41.0;614.0;0.0
281;5331.637477427183;4487.218154760913;41.0;392.0;0.0
282;5487.795344526421;4509.068724801078;41.0;614.0;0.0
283;5581.221926497385;4490.0656617837785;41.0;392.0;0.0
284;5949.65360281304;4904.007214737911;41.0;392.0;0.0
285;5564.287410137117;4281.960658418313;41.0;392.0;0.0
286;5799.313480506924;4498.016762614016;41.0;392.0;0.0
287;5537.909504418228;4281.960658418313;41.0;392.0;0.0
288;5845.596883717698;4281.960658418313;41.0;392.0;0.0
289;5375.751644965097;4456.841848323299;41.0;392.0;0.0
290;5537.841365500344;4481.409444619146;41.0;392.0;0.0
291;5747.075664703511;4281.960658418313;41.0;392.0;0.0
292;5294.306158916823;4383.186269541597;47.0;392.0;0.0
293;5575.39739647607;4515.8413084723;41.0;392.0;0.0
294;5750.032683493797;4729.880013073869;41.0;392.0;0.0
295;5590.948007226117;4707.366175412236;47.0;392.0;0.0
296;5577.345029209898;4610.028918501343;41.0;392.0;0.0
297;5637.807484458267;4513.067992460608;41.0;392.0;0.0
298;5982.378592628243;4281.960658418313;41.0;614.0;0.0
299;5646.583870230021;4503.864523726092;41.0;614.0;0.0
300;5885.459905952295;4888.588809327972;41.0;392.0;0.0
301;5323.1482624804175;4456.932836011028;41.0;392.0;0.0
302;5965.847084508968;4805.8788867848125;41.0;392.0;0.0
303;5377.768409309975;4491.0901035768175;41.0;392.0;0.0
304;6384.254694493232;4281.960658418313;41.0;392.0;0.0
305;5989.08251399523;5011.914782790695;41.0;392.0;0.0
306;5758.232376706898;4808.132989422345;41.0;392.0;0.0
307;5020.0499647422885;4472.911451203023;41.0;392.0;0.0
308;5649.657636599986;4281.960658418313;41.0;392.0;0.0
309;5699.239045401422;4564.623786525653;41.0;392.0;0.0
310;6461.52577228534;5371.069852392593;41.0;392.0;0.0
311;6198.829075954807;4281.960658418313;41.0;614.0;0.0
312;5020.0499647422885;4884.198417427593;41.0;392.0;0.0
313;6072.396437913206;4281.960658418313;41.0;614.0;0.0
314;5505.500238262862;4404.31304572983;41.0;392.0;0.0
315;5602.304838195674;4707.1550035404825;41.0;392.0;0.0
316;5020.0499647422885;4561.592008089489;41.0;392.0;0.0
317;5899.576087589548;4733.23267914914;41.0;392.0;0.0
318;5529.647739848604;4281.960658418313;41.0;392.0;0.0
319;6003.396135936454;4874.4977813863525;41.0;392.0;0.0
320;5512.587456561281;4458.493215905;41.0;392.0;0.0
321;5535.697057067945;4601.675487555875;41.0;392.0;0.0
322;5609.084638233062;4281.960658418313;47.0;392.0;0.0
323;5598.026072511161;4562.87694997522;41.0;392.0;0.0
324;6018.481881067039;4956.156140703917;41.0;392.0;0.0
325;5892.286344139376;4922.1803450836605;41.0;392.0;0.0
326;5879.245636904398;4695.751630208999;41.0;392.0;0.0
327;5358.378444269057;4305.372034305071;41.0;392.0;0.0
328;5232.969804219067;4319.501351509641;41.0;392.0;0.0
329;5656.050982436961;4618.47652137069;41.0;392.0;0.0
330;5786.068416403965;4872.765195484006;41.0;392.0;0.0
331;5050.000810862867;4117.647957462601;41.0;392.0;0.0
332;5632.14578723975;4496.922050425046;41.0;614.0;0.0
333;5020.0499647422885;4887.12207394966;41.0;392.0;0.0
334;5787.002354680133;4281.960658418313;41.0;392.0;0.0
335;6053.121643995922;5114.026360283754;41.0;392.0;0.0
336;5336.64721803612;4377.195550933571;41.0;392.0;0.0
337;6168.247629338692;5013.077320419142;41.0;392.0;0.0
338;5938.820827862264;4909.269720945568;41.0;392.0;0.0
339;6144.073426387298;4281.960658418313;41.0;392.0;0.0
340;5020.0499647422885;4800.280475382444;41.0;392.0;0.0
341;5335.20098682027;4311.607715628155;41.0;392.0;0.0
342;5020.0499647422885;4543.81686716457;41.0;614.0;0.0
343;5794.97405498322;4607.516268767173;41.0;614.0;0.0
344;5964.708308374353;4839.166653467743;47.0;392.0;0.0
345;5578.162010447989;4425.023859583767;41.0;392.0;0.0
346;6298.971401627393;5084.80915942217;41.0;392.0;0.0
347;5020.0499647422885;4412.65531434166;41.0;392.0;0.0
348;5847.954647610005;4640.422475685928;41.0;392.0;0.0
349;5442.0683017856445;4525.7893200657545;41.0;392.0;0.0
350;5426.804453578892;4415.683492662134;47.0;392.0;0.0
351;5463.665348791333;4281.960658418313;41.0;392.0;0.0
352;5277.076419829357;4117.610656765137;41.0;392.0;0.0
353;5734.786391862311;4653.132819652483;41.0;392.0;0.0
354;5465.850594401587;4146.698165970054;41.0;392.0;0.0
355;5690.63809154159;4622.839876174132;41.0;392.0;0.0
356;5020.0499647422885;4892.816015603629;41.0;392.0;0.0
357;5967.418730207586;4281.960658418313;41.0;392.0;0.0
358;5611.56206803744;4617.541756133007;41.0;614.0;0.0
359;5781.072059389988;4584.552109082226;41.0;392.0;0.0
360;5337.179897628672;4358.878154158321;41.0;614.0;0.0
361;5711.433561276905;4658.072877610014;41.0;392.0;0.0
362;5552.76032397286;4554.237174454466;41.0;614.0;0.0
363;5020.0499647422885;5144.793177934142;41.0;614.0;0.0
364;5020.0499647422885;4632.367099565632;41.0;392.0;0.0
365;6216.899878939908;4921.770111636018;41.0;392.0;0.0
366;5948.7400481700215;4800.35465086149;41.0;392.0;0.0
367;5538.35140123006;4414.142257223129;41.0;392.0;0.0
368;5453.373963899605;4395.708992362154;41.0;392.0;0.0
369;5701.127509510587;4752.24182568164;41.0;392.0;0.0
370;5020.0499647422885;4707.333470057982;41.0;614.0;0.0
371;5607.576773498662;4677.601566955131;41.0;614.0;0.0
372;5518.960443480573;4627.25809107536;41.0;392.0;0.0
373;5020.0499647422885;4572.428893135559;41.0;392.0;0.0
374;5778.558910401748;4822.623281285507;41.0;392.0;0.0
375;5775.735558785038;4733.145712322169;47.0;614.0;0.0
376;5828.17467636279;4877.486325114801;41.0;392.0;0.0
377;5794.735608556424;4760.585303886646;41.0;392.0;0.0
378;5443.631474004545;4570.001840415282;41.0;392.0;0.0
379;5981.877020137019;4281.960658418313;41.0;392.0;0.0
380;5707.401257327335;4650.90012413479;41.0;392.0;0.0
381;5876.501932504758;4940.227719805848;41.0;392.0;0.0
382;5501.410215790176;4411.962938558197;41.0;392.0;0.0
383;5517.392724947278;4332.039677472174;41.0;392.0;0.0
384;6169.328829264567;5008.137017059492;41.0;392.0;0.0
385;5572.294205968435;4512.4688490753;41.0;392.0;0.0
386;5234.800163371722;4366.135017932234;41.0;392.0;0.0
387;5668.625563567849;4448.930961482151;41.0;392.0;0.0
388;5368.026692274597;4600.868374778934;41.0;392.0;0.0
389;5954.63496049494;5004.711964046417;41.0;392.0;0.0
390;5710.316714979141;4281.960658418313;41.0;392.0;0.0
391;5248.645787542047;4307.761597860032;41.0;392.0;0.0
392;5577.336810472027;4281.960658418313;41.0;392.0;0.0
393;5569.277070288501;4513.26386421142;41.0;392.0;0.0
394;6021.825695045496;4998.70304110101;47.0;392.0;0.0
395;5457.467925573317;4281.960658418313;41.0;392.0;0.0
396;5677.802660558095;4700.8814635314575;41.0;392.0;0.0
397;5266.231976523537;4276.895689947319;41.0;614.0;0.0
398;5429.766718346767;4306.391707602098;41.0;392.0;0.0
399;5520.137564638455;4641.548816589857;41.0;392.0;0.0
400;5762.210663503413;4749.953001822294;47.0;392.0;0.0
401;6073.636664899418;5046.371230904664;41.0;392.0;0.0
402;5868.370294459209;4842.757949091037;41.0;392.0;0.0
403;5776.96525517768;4757.43817632617;41.0;392.0;0.0
404;5758.061417590245;4554.684401174693;41.0;614.0;0.0
405;5595.481499960147;4583.019801820108;41.0;392.0;0.0
406;5020.0499647422885;4712.729447242112;41.0;392.0;0.0
407;5552.566059007877;4687.151166161951;41.0;392.0;0.0
408;5579.709177547845;4441.394323875647;41.0;392.0;0.0
409;5730.959437632705;4281.960658418313;41.0;614.0;0.0
410;6242.003912742588;5197.3447106303765;41.0;392.0;0.0
411;6234.438453271276;5120.59489108532;41.0;392.0;0.0
412;5521.175272200626;4435.748788897676;41.0;392.0;0.0
413;5562.322497138775;4281.960658418313;41.0;392.0;0.0
414;5489.215704496629;4453.536975252252;41.0;392.0;0.0
415;5872.754263800001;4806.547316756166;41.0;392.0;0.0
416;5575.015318972066;4538.769224608894;41.0;392.0;0.0
417;5629.855633447601;4647.055194637441;41.0;392.0;0.0
418;5857.1824512828825;4865.869417880798;41.0;392.0;0.0
419;5600.928048168893;4453.830075925673;41.0;392.0;0.0
420;5489.203771972734;4456.474620936595;41.0;392.0;0.0
421;5898.690920464515;5040.254023593758;41.0;392.0;0.0
422;5694.496425158952;4734.782226337768;41.0;392.0;0.0
423;5881.6375581832135;4744.776241697622;41.0;392.0;0.0
424;6057.7660883503295;4935.95787439812;41.0;392.0;0.0
425;5807.915257542146;4281.960658418313;41.0;392.0;0.0
426;5618.246218682127;4798.628262908432;41.0;614.0;0.0
427;5302.789624553875;4281.960658418313;47.0;392.0;0.0
428;5721.426283910037;4727.994481003128;41.0;392.0;0.0
429;5461.875103388005;4453.223836472052;41.0;392.0;0.0
430;6208.027833831641;5082.442357753409;41.0;392.0;0.0
431;5919.015104351602;4775.140352383319;41.0;392.0;0.0
432;5872.670291143802;4960.189874566573;41.0;392.0;0.0
433;5731.138856567975;4597.875868704814;41.0;392.0;0.0
434;5578.8597922423405;4443.018255326306;47.0;392.0;0.0
435;6010.9827696349885;5013.7524552899695;41.0;392.0;0.0
436;5755.745692761285;4827.542640638182;41.0;392.0;0.0
437;5230.648044685018;4325.309408942604;41.0;392.0;0.0
438;5885.426390514791;4818.045960929845;41.0;614.0;0.0
439;5572.337749388469;4606.425117261805;41.0;392.0;0.0
440;5489.136777059584;4484.782642417367;41.0;392.0;0.0
441;5886.716893018118;4737.076859569527;41.0;392.0;0.0
442;5793.237244031909;4819.596357642877;47.0;392.0;0.0
443;5390.245178608672;4435.23445203912;41.0;392.0;0.0
444;6320.375821072956;5441.561;41.0;392.0;0.0
445;4992.391950887884;4014.0208469750846;41.0;392.0;0.0
446;5855.308715672012;4670.862323421243;41.0;392.0;0.0
447;5501.944910761783;4580.344821423681;41.0;392.0;0.0
448;6087.590889508074;4964.476266112044;41.0;392.0;0.0
449;5020.0499647422885;4667.763643260525;41.0;614.0;0.0
450;6088.341546431662;4884.351053533865;41.0;392.0;0.0
451;5020.0499647422885;4883.237043739463;41.0;392.0;0.0
452;5373.5426804142135;4339.9783986456105;47.0;392.0;0.0
453;6015.354380201707;5067.584251027024;41.0;392.0;0.0
454;6003.706689865573;5124.244809388048;41.0;392.0;0.0
455;5644.704296754567;4680.4075785733385;41.0;392.0;0.0
456;5191.759186771544;4245.089137664407;41.0;392.0;0.0
457;5660.751231169229;4773.163862191617;41.0;392.0;0.0
458;5020.0499647422885;4925.868632362132;41.0;392.0;0.0
459;5730.998958889801;4853.563050168516;41.0;392.0;0.0
460;5020.0499647422885;4482.425126558244;47.0;392.0;0.0
461;5020.0499647422885;4816.659548718226;47.0;614.0;0.0
462;5656.453649157218;4580.1006670826;41.0;614.0;0.0
463;5608.1010403595;4559.38347208891;41.0;614.0;0.0
